Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Weight
Conure,Macaw Aviary,Treatment,Sun Conure,CKRE 1318,Female,Semi Adult,
Conure,Macaw Aviary,Treatment,Sun Conure,GB ,Female,Semi Adult,
Lory,Macaw Aviary,Treatment,Swainson Lory,CKRE 2166,Male,Semi Adult,
Lory,Macaw Aviary,Treatment,Swainson Lory,CKRF 477,Male,Semi Adult,
Lory,Macaw Aviary,Treatment,Swainson Lory,CKRE 1576,Female,Semi Adult,
Lorykeet,Macaw Aviary,Treatment,Olive red collar lorikeet,1000,Male,Semi Adult,
Love Birds,School,S3,Violet Masked,CKRF 1220,Male,Proven,
Love Birds,School,S3,Violet Masked,CKRF 1218,Female,Proven,
Love Birds,School,S3,Lutino Peach,CKRF 1225,Male,Proven,
Love Birds,School,S3,Lotion Offline,CKRC 007,Female,Proven,
Love Birds,School,S4,Violet Masked,CKRF 1217,Male,Proven,
Love Birds,School,S4,Violet Masked,CKRA 341,Female,Proven,
Love Birds,School,S5,Violet Masked,CKRB 022,Female,Proven,
Love Birds,School,S5,Violet Masked,CKRF 1212,Male,Proven,
Love Birds,School,S6,Violet Masked,CKRF 1213,Female,Proven,
Love Birds,School,S6,Violet Masked,CKRC 024,Male,Proven,
Love Birds,School,S7,Violet Masked,CKRF 1227,Male,Semi Adult,
Love Birds,School,S7,Lutino Peach,CKRA 307,Male,Proven,
Love Birds,School,S7,Lutino Peach,CKRA 316,Female,Proven,
Love Birds,School,S8,Violet Masked,CKRC 008,Female,Proven,
Love Birds,School,S8,Violet Masked,CKRF 1180,Male,Proven,
Love Birds,School,S8,Lutino Peach,CKRC 019,Female,Proven,
Love Birds,School,S8,Lutino Peach,CKRA 311,Male,Proven,
Love Birds,School,S9,Violet Masked,CKRF 1211,Male,Proven,
Love Birds,School,S9,Violet Masked,CKRC 013,Female,Proven,
Love Birds,School,S9,Lutino Peach,CKRC 021,Male,Proven,
Love Birds,School,S9,Lutino Peach,CKRA 342,Female,Proven,
Love Birds,School,S10,Violet Masked,CKRF 1214,Male,Proven,
Love Birds,School,S10,Violet Masked,CKRF 1226,Female,Proven,
Love Birds,School,S10,Lutino Peach,CKRA 305,Male,Proven,
Love Birds,School,S10,Lutino Peach,CKRC 014,Female,Proven,
Love Birds,School,S11,Violet Masked,CKRC 006,Female,Proven,
Love Birds,School,S11,Violet Masked,CKRF 1224,Male,Proven,
Love Birds,School,S11,Lutino Peach,CKRA 336,Female,Proven,
Love Birds,School,S11,Lutino Peach,CKRA 333,Male,Proven,
Love Birds,School,S12,Violet Masked,CKRF 1221,Female,Proven,
Love Birds,School,S12,Violet Masked,CKRC 017,Male,Proven,
Love Birds,School,S12,Lutino Peach,CKRC 022,Female,Proven,
Love Birds,School,S12,Lutino Peach,CKRC 010,Male,Proven,
Love Birds,School,S13,Violet Masked,CKRF 1216,Male,Proven,
Love Birds,School,S13,Violet Masked,CKRC 002,Female,Proven,
Love Birds,School,S13,Lutino Peach,CKRC018,Male,Proven,
Love Birds,School,S13,Lutino Peach,CKRA 310,Female,Proven,
Love Birds,School,S14,Lutino Peach,CKRA 313,Male,Proven,
Love Birds,School,S14,Lutino Peach,CKRD 1890,Female,Proven,
Love Birds,School,S14,Violet Masked,CKRD 023,Male,Semi Adult,
Love Birds,School,S15,Violet Masked,CKRF 1222,Female,Proven,
Love Birds,School,S15,Violet Masked,CKRC 011,Male,Proven,
Love Birds,School,S15,Lutino Peach,CKRC 092,Female,Proven,
Love Birds,School,S15,Lutino Peach,CKRC 016,Male,Proven,
Love Birds,School,S16,Violet Masked,CKRC 001,Male,Proven,
Love Birds,School,S16,Violet Masked,CKRB 017,Female,Proven,
Love Birds,School,S19,Lutino Peach,CKRA 092,,Proven,
Love Birds,School,S19,Lutino Peach,CKRC 005,Male,Proven,
Love Birds,School,S20,Lotion Offline,CKRC 025,Female,Semi Adult,
Love Birds,School,S20,Lotion Offline,CKRA 315,Female,Semi Adult,
Love Birds,School,S19,Violet Masked,CKRB 023,Male,Proven,
Love Birds,School,S19,Violet Masked,CKRF 1219,Female,Proven,
Love Birds,School,S18,Violet Masked,CKRA 012,NA,Semi Adult,
Love Birds,School,S17,Violet Masked,CKRA 309,Female,Semi Adult,
Love Birds,School,S17,Violet Masked,CKRC 004,Female,Semi Adult,
Love Birds,School,,Violet Masked,CKRC 003,,Semi Adult,
Love Birds,School,,Violet Masked,CKRC 020,,Semi Adult,
Love Birds,School,S21,Violet Masked,CKRC 015,NA,Semi Adult,
Love Birds,School,Travel Cage 1,Lutino Peach,ACE IND 011,,Semi Adult,
Love Birds,School,Travel Cage 2,Lutino Peach,ACE IND 012,,Semi Adult,
Love Birds,School,Travel Cage 2,Lutino Peach,ACE IND 008,,Semi Adult,
Love Birds,School,Travel Cage 2,Lutino Peach,ACE IND 002,,Semi Adult,
Love Birds,School,Travel Cage 3,Violet Masked,ACE IND 022,,Semi Adult,
Love Birds,School,Travel Cage 4,Lutino Peach,ACE IND 006,,Semi Adult,
Love Birds,School,Travel Cage 4,Lutino Peach,ACE IND 014,,Semi Adult,
Love Birds,School,Travel Cage 4,Lutino Peach,ACE IND 016,,Semi Adult,
Love Birds,School,Travel Cage 4,Lutino Peach,ACE IND 020,,Semi Adult,
Love Birds,School,Travel Cage 5,Lutino Peach,ACE IND 001,,Semi Adult,
Parrot,Aruvi,A01,Timney Grey Parrot,GF 0 487,,Proven,
Parrot,Aruvi,A01,Timney Grey Parrot,GF 0 485,,Proven,
Parrot,Aruvi,A02,Timney Grey Parrot,CKR. 13,Female,Proven,
Parrot,Aruvi,A02,Timney Grey Parrot,13,Male,Proven,
Parrot,Aruvi,A03,Gray parrots,SV 0019,Male,Proven,
Parrot,Aruvi,A03,Gray parrots,VPW 287,Female,Proven,
Parrot,Aruvi,A04,Gray parrots,SG 279,Female,Non proven,
Parrot,Aruvi,A04,Gray parrots,SG 270,Male,Non proven,
Parrot,Aruvi,A05,Gray parrots,SG263,Female,proven,
Parrot,Aruvi,A05,Gray parrots,SG 273,Male,proven,
Parrot,Aruvi,A06,Gray parrots,SG 282,Female,proven,
Parrot,Aruvi,A06,Gray parrots,SG 382,Male,proven,
Parrot,Aruvi,A07,Gray parrots,SG 255,Male,Non proven,
Parrot,Aruvi,A07,Gray parrots,SG 288,Female,Non proven,
Parrot,Aruvi,A08,Gray parrots,VPW220,Female,proven,
Parrot,Aruvi,A08,Gray parrots,SG 384,Male,proven,
Parrot,Aruvi,A09,Gray parrots,SV 0010,Female,Proven,
Parrot,Aruvi,A09,Gray parrots,CKR 0001C,Male,Proven,
Parrot,Aruvi,A10,Gray parrots,VPW 274,Female,Proven,
Parrot,Aruvi,A10,Gray parrots,VPW 288,Male,Proven,
Parrot,Aruvi,A11,Gray parrots,CKR 0038,Female,Proven,
Parrot,Aruvi,A11,Gray parrots,JFS 46,Male,Proven,
Parrot,Aruvi,A12,Gray parrots,CKR 0011,Male,Proven,
Parrot,Aruvi,A12,Gray parrots,VPW 293,Female,Proven,
Cockatoo,Aruvi,A17,Galah Cockatoo,JOC 8512,Female,Proven,
Cockatoo,Aruvi,A17,Major Mitchell's Cockatoo,CKR 0042,Male,Proven,
Cockatoo,Aruvi,A18,Galah Cockatoo,253T30906004,Male,Proven,
Cockatoo,Aruvi,A18,Galah Cockatoo,CR06K11,Female,Proven,
Amazon,Aruvi,A19,Cuban Amazon,AG1023,Female,Proven,
Amazon,Aruvi,A19,Cuban Amazon,BNA AZ 403436901195D,Male,Proven,
Amazon,Aruvi,A20,Red Lored Amazon,14AV,Female,Non proven,
Amazon,Aruvi,A20,Red Lored Amazon,16RBE33,Male,Non proven,
Amazon,Aruvi,A21,Double Yellow Headed Amazon,GFCL298,,Proven,
Amazon,Aruvi,A21,Double Yellow Headed Amazon,GFCL291,,Proven,
Amazon,Aruvi,A22,Red Lored Amazon,036B1,Male,Non proven,
Amazon,Aruvi,A22,Red Lored Amazon,170PV12,Female,Non proven,
Amazon,Aruvi,A23,Blue Fronted Amazon,10WA15,Male,Non proven,
Amazon,Aruvi,A23,Blue Fronted Amazon,LDFC 853/016,Female,Non proven,
Amazon,Aruvi,A24,Blue fronted amazon,Pavw199,female,Proven,
Amazon,Aruvi,A24,Blue fronted amazon,10WA17,Male,Proven,
Parrot,Aruvi,A25,Jardin,GSH 03,Female,Proven,
Parrot,Aruvi,A25,Jardin,101,Male,Proven,
Cockatoo,Garden,A01,Triton Cockatoo,Gfc069,,Adult,
Conure,Garden,A03,Golden Conure,LHF 331,Female,Proven,
Lorikeet,Garden,A06,Green Napped Lorikeet,YUV 295,Male,Proven,
Lorikeet,Garden,B01,Red Collared Lorikeet,11-124,Male,Proven,
Lorikeet,Garden,B02,Olive swainson lorikeet,CKR B 205,Female,Proven,
Conure,Garden,B18,Sun Conure,CKRE 1811,,Semi Adult,
Conure,Garden,B18,Sun Conure,CKRF 102,,Semi Adult,
Conure,Garden,B18,Sun Conure,CKRF 142,,Semi Adult,
Conure,Garden,B18,Sun Conure,CKRE 1645,,Semi Adult,
Conure,Garden,B19,Sun Conure,CKRF 117,,Semi Adult,
Conure,Garden,B19,Sun Conure,CKRE 1572,,Semi Adult,
Conure,Garden,B19,Sun Conure,CKRF 101,,Semi Adult,
Conure,Garden,B19,Sun Conure,CKRF 134,,Semi Adult,
Conure,Garden,B20,Sun Conure,CKRE 1286,,Semi Adult,
Conure,Garden,B20,Sun Conure,CKRF 156,,Semi Adult,
Conure,Garden,B20,Sun Conure,CKRF 817,,Semi Adult,
Conure,Garden,B20,Sun Conure,CKRF 176,,Semi Adult,
Conure,Garden,B21,Sun Conure,CKRF 141,,Semi Adult,
Conure,Garden,B21,Sun Conure,CKRE 1571,,Semi Adult,
Conure,Garden,B21,Sun Conure,CKRE 1342,,Semi Adult,
Conure,Garden,B21,Sun Conure,CKRE 1330,,Semi Adult,
Lorikeet,Garden,C03,RED COLLER LORIKEET,CKRF386,,Semi Adult,
Lorikeet,Garden,C03,RED COLLER LORIKEET,CKRE1224,,Semi Adult,
Lorikeet,Garden,C04,RED COLLER LORIKEET,CKRD059,,Semi Adult,
Lory,Garden,C04,SWAINSON LORIKEET,CKRD674,,Semi Adult,
Lory,Garden,C06,RED LORY,CKRD626,,Semi Adult,
Lorikeet,Garden,C07,BLACK CAPPED LORY,CKRD1627,,Semi Adult,
Lorikeet,Garden,C07,BLACK CAPPED LORY,CKRD1591,,Semi Adult,
Lorikeet,Garden,C08,BLACK CAPPED LORY,CKRD693,,Semi Adult,
Lory,Garden,C09,YELLOW BIBBED LORY,CKRD1619,,Semi Adult,
Lory,Garden,C10,RED LORY,CKRD1605,,Semi Adult,
Lory,Garden,C10,RED LORY,CKRD1607,,Semi Adult,
Lorikeet,Garden,C11,RED LORY,CKRD1548,,Semi Adult,
Lorikeet,Garden,C12,RED LORY,CKRE1591,,Semi Adult,
Lorikeet,Garden,C12,RED LORY,CKRE1978,,Semi Adult,
Lory,Garden,C13,RED LORY,CKRD625,,Semi Adult,
Lory,Garden,C13,RED LORY,CKRE1636,,Semi Adult,
Lory,Garden,C14,RED LORY,CKRD1527,,Semi Adult,
Lory,Garden,C15,RED LORY,CKRE1563,,Semi Adult,
Lorikeet,Garden,C16,OLIVE RED COLLER LORIKEET,BL055,,Semi Adult,
Lory,Garden,C16,OLIVE SWAINSON LORIKEET,CKRF428,,Semi Adult,
Lorikeet,Garden,C17,RED COLLER LORIKEET,CKRE1917,,Semi Adult,
Lorikeet,Garden,C17,RED COLLER LORIKEET,CKRE1272,,Semi Adult,
Lory,Garden,C18,SWAINSON LORIKEET,CKRD667,,Semi Adult,
Lory,Garden,C19,SWAINSON LORIKEET,CKRE1216,,Semi Adult,
Lory,Garden,C19,SWAINSON LORIKEET,CKRD1408,,Semi Adult,
Lorikeet,Garden,C20,CHATTERING LORY,CKRC400,,Semi Adult,
Lorikeet,Garden,C21,SWAINSON LORIKEET,CKRE1406,,Semi Adult,
Lory,Garden,C21,SWAINSON LORIKEET,CKRE1255,,Semi Adult,
Lorikeet,Garden,C22,OLIVE SWAINSON LORIKEET,CKRE1926,,Semi Adult,
Cockatoo,Guest house,G2,Mollucan Cockatoo,SSG-176,MALE,Semi Adult,
Parrot,Guest house,G3,GRAY PARROT,P3 SG27,,Semi Adult,
Cockatoo,Sales ,,MAJOR MITCHAL GALAH COCKATOO,CKRD1764,,Semi Adult,
Cockatoo,Sales ,,MAJOR MITCHAL GALAH COCKATOO,CKRD1692,,Semi Adult,
Conure,Sales ,,Nansun conure,CKRB138&CKRB140,REPROCESS,Semi Adult,
Conure,Sales ,,Nansun Conure,CKRF 1043,Male,Semi Adult,
LORY,Sales ,,Red Lory ,CKRF537,Female,Semi Adult,
Parrot,Sales ,,Gray parrots,CKRD1819,,Semi Adult,
Monk,Sales ,,Blue Monk,CKRD 1927,,Semi Adult,
Monk,Sales ,,Blue Monk,CKRD 1929,,Semi Adult,
Conure,Sales ,,Sun Conure,CKRE 1081,,Semi Adult,
Conure,Sales ,,Nanday Conure,CKRD 619,Male,Semi Adult,
Conure,Sales ,,Nanday Conure,CKRD 618,,Semi Adult,
Conure,Sales ,,Sun Conure,CKR E 1615,NA,Semi Adult,
Conure,Sales ,,Nansun Conure,CKRF 1028,Male,Semi Adult,
Conure,Sales ,,Nansun Conure,CKRF 1033,Male,Semi Adult,
Conure,Sales ,,Nansun Conure,CKRF 1026,Male,Semi Adult,
Conure,Sales ,,Nansun Conure,CKRF 1050,Male,Semi Adult,
Conure,Sales ,,Sun Conure,GB 3187,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKR D 221,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKR D 407,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKR D 186,Male,Semi Adult,
Conure,Sales ,,Sun Conure,GB 3218,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKR C 329,Male,Semi Adult,
Conure,Sales ,,Sun Conure,GB 2962,Male,Semi Adult,
Conure,Sales ,,Sun Conure,GB 3067,Male,Semi Adult,
Conure,Sales ,,Sun Conure,GB 2869,Male,Semi Adult,
Conure,Sales ,,Nansun Conure,FC 94,NA,Semi Adult,
Conure,Sales ,,Sun Conure,GB 3199,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKR 059,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKRE 1804,Female,Semi Adult,
Conure,Sales ,,Janday Conure,SMC 060,NA,Semi Adult,
Conure,Sales ,,Sun Conure,GB 3184,Female,Semi Adult,
Pionus,Sales ,,White Headed pionus,458,,Semi Adult,
Parrot,Sales ,,Caique,CKRD 613,Male,Semi Adult,
Parrot,Sales ,,Caique,CKRE 1034,Female,Semi Adult,
Parrot,Sales ,,Caique,CKRD 621,Female,Semi Adult,
Pionus,Sales ,,White Headed pionus,CKRD 719 no ring,Female,Semi Adult,
Conure,Sales ,,Redmask Conure,CKRF 1023,Male,Semi Adult,
Conure,Sales ,,Redmask Conure,CKRF 1042,Male,Semi Adult,
Conure,Sales ,,Crimson Bellied conure,CKRD 1906,Female,Semi Adult,
Conure,Sales ,,Crimson bellied Conure,CKRE019,nA,Semi Adult,
Lorikeet,Sales ,,Green Napped Lorikeet,CKR 112,Male,Semi Adult,
Conure,Sales ,,Sun Conure,CKRF 773,Female,Semi Adult,
Lory,Sales ,,Swainson Lory,CKRE 1155,,Semi Adult,
Lory,Sales ,, Swainson  Lory,CKRE2075,na,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2137,na,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2138,na,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2135,na,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2131,na,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2112,na,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2108,nA,Semi Adult,
Lory,Sales ,,Red collared lorry,CKRE2077,nA,Semi Adult,
Conure,Sales ,,Nanday Conure,CKRD 639,Female,Semi Adult,
Conure,Sales ,,Nansun Conure,CKRF 1029,,Semi Adult,
Lorikeet,Sales ,,Red collared lorry,No ring,,Semi Adult,
Lorikeet,Sales ,,Red collared lorry,No ring,,Semi Adult,
Conure,Sales ,,Crimson Bellied conure,CKR E 020,,Semi Adult,
Conure,Sales ,,Sun Conure,CKR E 2146,,Semi Adult,
Conure,Sales ,,Sun Conure,CKR E 2132,,Semi Adult,
Conure,Sales ,,Sun Conure,CKR E 2148,,Semi Adult,
Cockatoo,Solai,S2,Triton Cockatoo,CKR A 069,Male,Proven,
Cockatoo,Solai,S3,Major Mitchell's Cockatoo,89PINZ14,Male,Semi Adult,
Cockatoo,Solai,S4,Mollucan Cockatoo,GF CL 618,Female,Semi Adult,
Cockatoo,Solai,S4,Mollucan Cockatoo,PAB W 031,Female,Proven,
Cockatoo,Solai,S4,Mollucan Cockatoo,SSG-194,MALE,Semi Adult,
Parrot,Solai,S5,GRAY PARROT,P2 1310,,Semi Adult,
Parrot,Solai,S5,Gray parrots,SV 002,Female,Semi Adult,
Parrot,Solai,S5,Gray parrots,CKR 0005,Female,Semi Adult,
Cockatoo,Solai,S6,Major Mitchell's Cockatoo,93PINZ14,Male,Proven,
Macaw,Solai,S7,Blue and Gold Macaw,,,Semi Adult,
Cockatoo,Solai,S8,Medium Sulphur Cockatoo,CKR A 037,Male,Semi Adult,
Macaw,Solai,S09,Blue and Gold Macaw,CKR 0056,Male,Non proven,
Macaw,Solai,S09,Blue and Gold Macaw,JFS207,Female,Non proven,
Macaw,Solai,S10,GREEN WING MACAW,GF01,Male,Non proven,
Macaw,Solai,S10,GREEN WING MACAW,M01,Female,Non proven,
Macaw,Solai,S11,Blue and Gold Macaw,NB125NT2,Male,Non proven,
Macaw,Solai,S11,Blue and Gold Macaw,JFS218,Female,Non proven,
Macaw,Solai,S12,Blue and Gold Macaw,JFS221,Female,Non proven,
Macaw,Solai,S12,Blue and Gold Macaw,JP416,Male,Non proven,
Macaw,Solai,S14,Scarlet Macaw, LA 414,Female,Non proven,
Macaw,Solai,S14,Scarlet Macaw,LFC 3,Male,Non proven,
Macaw,Thenral,T01,GREEN WING MACAW,,,Proven,
Macaw,Thenral,T01,GREEN WING MACAW,,,Proven,
Macaw,Thenral,T02,Scarlet Macaw,No ring(GFO 039),Male,Non proven,
Macaw,Thenral,T02,Scarlet Macaw,13(VJ013),Female,Non proven,
Macaw,Thenral,T03,Scarlet Macaw,CY 435,Female,Proven,
Macaw,Thenral,T03,Scarlet Macaw,LH M 22,,Proven,
Macaw,Thenral,T04,Scarlet Macaw,FF A 401(EFA401),,Proven,
Macaw,Thenral,T04,Scarlet Macaw,019(SAT 8019),,Proven,
Macaw,Thenral,T05,Scarlet Macaw,OO32,Male,Proven,
Macaw,Thenral,T05,Scarlet Macaw,OO38,Female,Proven,
Macaw,Thenral,T06,Blue and Gold Macaw,22,Male,Proven,
Macaw,Thenral,T06,Blue and Gold Macaw,CKR 0083,Female,Proven,
Macaw,Thenral,T07,Blue and Gold Macaw,JP404,Female,Proven,
Macaw,Thenral,T07,Blue and Gold Macaw,JFS210,Male,Proven,
Macaw,Thenral,T08,Blue and Gold Macaw,CKR 24,Female,Proven,
Macaw,Thenral,T08,Blue and Gold Macaw,CKR 20,Male,Proven,
Macaw,Thenral,T09,Blue and Gold Macaw,,,Proven,
Macaw,Thenral,T09,Blue and Gold Macaw,,,Proven,
Macaw,Thenral,T10,Blue and Gold Macaw,JFS201,Male,Non proven,
Macaw,Thenral,T10,Blue and Gold Macaw,CKR 23,Female,Non proven,
Macaw,Thenral,T11,Blue and Gold Macaw,JFS208,Male,Proven,
Macaw,Thenral,T11,Blue and Gold Macaw,JFS223,Female,Proven,
Cockatoo,Vasantham,V09,Triton Cockatoo,CKR 26/28,Male,Non proven,
Cockatoo,Vasantham,V09,Triton Cockatoo,CKR A 019,Female,Non proven,
Cockatoo,Vasantham,V01,Mollucan Cockatoo,,Male,Proven,
Cockatoo,Vasantham,V01,Mollucan Cockatoo,PABW 052,Female,Proven,
Cockatoo,Vasantham,V02,Mollucan Cockatoo,PABW 001,Male,Proven,
Cockatoo,Vasantham,V02,Mollucan Cockatoo,PABW 036,Female,Proven,
Cockatoo,Vasantham,V03,Goffin Cockatoo,167,Male,Proven,
Cockatoo,Vasantham,V03,Goffin Cockatoo,175,Female,Proven,
Cockatoo,Vasantham,V04,Goffin Cockatoo,141,Male,Non proven,
Cockatoo,Vasantham,V04,Goffin Cockatoo,157,Female,Non proven,
Cockatoo,Vasantham,V05,Medium Sulphur Cockatoo,CKR 0002,Female,Proven,
Cockatoo,Vasantham,V05,Medium Sulphur Cockatoo,CKR 03,Male,Proven,
Cockatoo,Vasantham,V06,Triton Cockatoo,CKR A023,Female,Proven,
Cockatoo,Vasantham,V06,Triton Cockatoo,CKR A 044,Male,Proven,
Cockatoo,Vasantham,V07,Triton Cockatoo,No Ring,Male,Non proven,
Cockatoo,Vasantham,V07,Triton Cockatoo,CKR A 042,Female,Non proven,
Cockatoo,Vasantham,V08,Triton Cockatoo,CKR A 025,Female,Proven,
Cockatoo,Vasantham,V08,Triton Cockatoo,CKR A 013,Male,Proven,
Cockatoo,Vasantham,V10,Umbrella Cockatoo,CKR C 006,Male,Proven,
Cockatoo,Vasantham,V10,Umbrella Cockatoo,No Ring,Female,Proven,
Cockatoo,Vasantham,V11,Triton Cockatoo,CKR A 041,Female,Proven,
Cockatoo,Vasantham,V11,Triton Cockatoo,CKR A 020,Male,Proven,
Cockatoo,Vasantham,V12,Umbrella Cockatoo,CKR 10,Female,Proven,
Cockatoo,Vasantham,V12,Umbrella Cockatoo,No Ring,Male,Proven,
Cockatoo,Vasantham,V13,Umbrella Cockatoo,CKR 13,Female,Proven,
Cockatoo,Vasantham,V13,Umbrella Cockatoo,No Ring,Male,Proven,
Cockatoo,Vasantham,V14,Triton Cockatoo,CKR A 009,Male,Proven,
Cockatoo,Vasantham,V14,Triton Cockatoo,CKR A 022,Female,Proven,
Cockatoo,Vasantham,V15,Mollucan Cockatoo,PABW 053,Female,Proven,
Cockatoo,Vasantham,V15,Mollucan Cockatoo,CKR 0074,Male,Proven,
Cockatoo,Vasantham,V16,Medium Sulphur Cockatoo,CKR A 036,Female,Proven,
Cockatoo,Vasantham,V16,Medium Sulphur Cockatoo,CKR A 030,Male,Proven,
Cockatoo,Vasantham,V17,Medium Sulphur Cockatoo,CKR A 289,Female,Non proven,
Cockatoo,Vasantham,V17,Medium Sulphur Cockatoo,CKR C 444,Male,Non proven,
Cockatoo,Vasantham,V18,Medium Sulphur Cockatoo,CKR A 029,Female,Non proven,
Cockatoo,Vasantham,V18,Medium Sulphur Cockatoo,CKR A 035,Male,Non proven,
Cockatoo,Vasantham,V19,Mollucan Cockatoo,PABW 072,Male,Proven,
Cockatoo,Vasantham,V19,Mollucan Cockatoo,PABW 038,Female,Proven,
Cockatoo,Vasantham,V20,Triton Cockatoo,CKR A 045,Male,Non proven,
Cockatoo,Vasantham,V20,Triton Cockatoo,CKR A 012,Female,Non proven,
Cockatoo,Vasantham,V21,Umbrella Cockatoo,CKR 0003,Female,Proven,
Cockatoo,Vasantham,V21,Umbrella Cockatoo,No Ring,Male,Proven,
